,distance_nm,Avg_order_param,StdDev_order_param
118,0.18000000000000105,0.014825746417045593,0.013395191937088916
119,0.19000000000000106,0.01237628161907196,0.01591376852744821
120,0.20000000000000107,0.009969401359558105,0.016147190271807648
121,0.21000000000000107,0.007443162798881531,0.01372271646513185
122,0.22000000000000108,0.003054800629615784,0.012110263298506608
123,0.2300000000000011,-0.003563755750656128,0.010128597520842065
124,0.2400000000000011,-0.007711344957351684,0.007716353930807563
125,0.2500000000000011,-0.011105698347091675,0.007952724999258979
126,0.2600000000000011,-0.014156630635261536,0.00813379392134582
127,0.27000000000000113,-0.01635383367538452,0.009771670295304723
128,0.28000000000000114,-0.02027584910392761,0.008628036329099014
129,0.29000000000000115,-0.023301899433135986,0.00889044688344765
130,0.30000000000000115,-0.024132972955703734,0.006278571346345557
131,0.3100000000000012,-0.021435180306434633,0.00482734862023705
132,0.3200000000000012,-0.01609795093536377,0.005009921072398849
133,0.3300000000000012,-0.008592155575752259,0.005059418239078888
134,0.3400000000000012,-0.003115120530128479,0.005112926465019915
135,0.3500000000000012,0.0031618118286132813,0.004790966917114782
136,0.3600000000000012,0.012126022577285768,0.00329396215165587
137,0.3700000000000012,0.022102436423301695,0.004673455979824512
138,0.3800000000000012,0.03227221071720123,0.0051237957344298386
139,0.3900000000000012,0.041489577293395995,0.004650067960611593
140,0.40000000000000135,0.050889691710472106,0.0039737297481673385
141,0.4100000000000013,0.06031626164913177,0.004408712767744728
142,0.42000000000000137,0.06738862097263336,0.005055534434881005
143,0.4300000000000013,0.07132194638252258,0.00462715332264198
144,0.4400000000000013,0.0717305988073349,0.0035061730994232388
145,0.45000000000000123,0.06972839236259461,0.005267575813436645
146,0.4600000000000013,0.060707497596740725,0.005423863608210973
147,0.47000000000000136,0.04540696144104004,0.008160160938982862
148,0.4800000000000013,0.031103366613388063,0.010245956315286003
149,0.49000000000000127,0.016027966141700746,0.00954308454455538
150,0.5000000000000013,-0.0008892625570297241,0.009651317112708018
151,0.5100000000000013,-0.020421886444091798,0.00936645156060628
152,0.5200000000000014,-0.039276009798049925,0.009719834576021167
153,0.5300000000000014,-0.05876408219337463,0.0092002678661932
154,0.5400000000000014,-0.07692497074604035,0.007786942231520899
155,0.5500000000000014,-0.09308022856712342,0.005830568253654534
156,0.5600000000000014,-0.10705521702766418,0.004600656941269833
157,0.5700000000000014,-0.1215015321969986,0.005034237644994429
158,0.5800000000000014,-0.13598719984292984,0.004113529629268699
159,0.5900000000000014,-0.15036005824804305,0.004107486314597588
160,0.6000000000000014,-0.16396228671073915,0.0035699505944948823
161,0.6100000000000014,-0.17685773968696594,0.0032575206202683747
162,0.6200000000000014,-0.191219462454319,0.0029666819910159925
163,0.6300000000000014,-0.20508283972740174,0.0026952629491019237
164,0.6400000000000015,-0.21928697377443312,0.0021113210197211095
165,0.6500000000000015,-0.23333178460597992,0.0023007221428649085
166,0.6600000000000015,-0.24651360362768174,0.0021294991423174404
167,0.6700000000000015,-0.2581005677580833,0.0025675763376087533
168,0.6800000000000015,-0.2673335447907448,0.0024231120038124255
169,0.6900000000000015,-0.27401125729084014,0.0019126337328494065
170,0.7000000000000015,-0.2776366025209427,0.0014197806408086469
171,0.7100000000000015,-0.27827654629945753,0.0011728882852899756
172,0.7200000000000015,-0.2762569010257721,0.0013519624010440788
173,0.7300000000000015,-0.27236260622739794,0.0020796319886967384
174,0.7400000000000015,-0.2773904114961624,0.014950011108463604
175,0.7500000000000016,-0.2795302376151085,0.07822703086097761
176,0.7600000000000016,,
177,0.7700000000000016,,
178,0.7800000000000016,,
179,0.7900000000000016,,
180,0.8000000000000016,,
181,0.8100000000000016,,
182,0.8200000000000017,,
183,0.8300000000000016,,
184,0.8400000000000016,,
185,0.8500000000000016,,
186,0.8600000000000015,,
187,0.8700000000000017,,
188,0.8800000000000017,,
189,0.8900000000000017,,
190,0.9000000000000018,,
191,0.9100000000000016,,
192,0.9200000000000015,,
193,0.9300000000000017,,
194,0.9400000000000016,,
195,0.9500000000000016,,
196,0.9600000000000015,,
197,0.9700000000000017,,
198,0.9800000000000019,,
199,0.9900000000000018,,
