#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOTAL_VIR       PRESSURE        TOT_MOL         TOT_DENS        
5200000          -7.03653960e+00  2.41530039e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.45183999e+00 -8.55627447e+00  5.75655954e+01 -3.66441606e-30  1.50950881e+00  6.68700000e-02  7.40893525e-02
5300000          -2.29495444e+00  5.32456462e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.82741090e+00 -2.46641866e+00  5.35190937e+01 -1.57624316e-28 -6.24601620e-28  6.16300000e-02  6.82836368e-02
5400000          -1.44670945e+01  1.49229916e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.59593937e+01 -1.45778545e+01  6.11886012e+01 -9.67674183e-29 -6.33878421e-28  7.15700000e-02  7.92967693e-02
5500000          -1.59364793e+01  2.28012364e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.82166030e+01 -1.70484662e+01  6.02305074e+01 -8.32262521e-05  1.50964146e-05  7.02300000e-02  7.78121015e-02
5600000          -1.93276271e+00  9.83092253e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.94259363e+00 -1.49083782e+00  5.28513245e+01 -1.66452504e-04  1.50962636e+00  6.09700000e-02  6.75523826e-02
5700000          -3.15582096e+00  5.72568631e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.72838960e+00 -3.11417037e+00  5.04944912e+01 -1.52333125e-28 -6.65555530e-28  5.84600000e-02  6.47714005e-02
5800000          -3.83994871e+00  8.45335197e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.68528390e+00 -3.73908361e+00  5.55041835e+01 -1.22696182e-28 -6.74149655e-28  6.45700000e-02  7.15410422e-02
5900000          -3.35205118e+00  3.82720641e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.73477182e+00 -3.09404942e+00  5.45245125e+01 -8.65252967e-28 -6.89139744e-28  6.31000000e-02  6.99123395e-02
6000000          -3.20278916e+00  4.24282391e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.62707155e+00 -3.21612050e+00  5.58208700e+01 -1.18481143e-28 -6.96044688e-28  6.43200000e-02  7.12640520e-02
6100000          -1.96572580e+00  3.29664346e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.99869224e+00 -1.55319540e+00  5.27264459e+01 -2.40251912e-28 -7.05920881e-28  6.08200000e-02  6.73861884e-02
6200000          -4.09714471e+00  6.35980797e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.73312551e+00 -4.10186676e+00  5.28991268e+01 -1.10526326e-27 -7.13571337e-28  6.12300000e-02  6.78404524e-02
6300000          -2.80093061e+00  4.68433189e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.26936380e+00 -2.69066003e+00  5.48225789e+01 -5.34877852e-28 -7.23432680e-28  6.33700000e-02  7.02114890e-02
6400000          -2.57939147e+00  3.30934029e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.91032550e+00 -2.32799524e+00  5.38485338e+01 -5.65703427e-29 -7.41131125e-28  6.22600000e-02  6.89816523e-02
6500000          -5.94691584e+00  1.60535163e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.55226747e+00 -6.72482176e+00  5.63223388e+01 -1.31872351e-28 -7.48870388e-28  6.53700000e-02  7.24274110e-02
6600000          -2.92865129e+00  2.96160615e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.22481191e+00 -2.68262129e+00  5.41509487e+01 -2.05304928e-28 -7.60469617e-28  6.25600000e-02  6.93140406e-02
6700000          -5.61380506e+00  5.85440389e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.19924545e+00 -5.44879208e+00  5.84188508e+01 -1.33824626e-27 -7.73199435e-28  6.76800000e-02  7.49868009e-02
6800000          -5.79162233e+00  2.33414624e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.12576857e+00 -7.88650057e+00  5.35271653e+01 -1.74900360e-28 -7.84133632e-28  6.15000000e-02  6.81396019e-02
6900000          -6.59709657e+00  7.77726236e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.37482280e+00 -6.74274482e+00  5.57833357e+01 -2.67259572e-28 -7.98913983e-28  6.45300000e-02  7.14967238e-02
7000000          -7.18552574e+00  1.69528294e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.88080868e+00 -8.06914055e+00  5.53327278e+01 -8.36281167e-05  1.50957296e-05  6.42200000e-02  7.11532559e-02
7100000          -4.47221161e+00  7.09581205e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.18179281e+00 -4.39615396e+00  5.48691765e+01 -4.93049217e-30  1.50955787e+00  6.36600000e-02  7.05327977e-02
7200000          -1.64149057e+01  5.80757640e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.22224821e+01 -2.07896257e+01  5.75091426e+01 -9.37653043e-29 -8.40404972e-28  6.74200000e-02  7.46987311e-02
7300000          -2.15719219e+00  2.39996802e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.39718899e+00 -1.85485035e+00  5.20963110e+01 -1.75612100e-28 -8.55055622e-28  6.02100000e-02  6.67103322e-02
7400000          -2.19407885e+01  4.09725876e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.60380473e+01 -2.19366932e+01  5.55575307e+01 -1.11238329e-28 -8.61280294e-28  6.82400000e-02  7.56072591e-02
7500000          -1.59528442e+01  7.11226816e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.30651124e+01 -2.25819307e+01  5.96303136e+01 -2.25613159e-28 -8.73744592e-28  6.87600000e-02  7.61833988e-02
7600000          -2.41230165e+00  6.74009151e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.08631080e+00 -2.50926377e+00  5.07502262e+01 -9.91608883e-28 -8.84861751e-28  5.87100000e-02  6.50483907e-02
7700000          -1.67939265e+00  3.43362852e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.02275550e+00 -1.67908289e+00  5.22512645e+01 -2.15710431e-28 -8.96513257e-28  6.01600000e-02  6.66549342e-02
7800000          -5.14407882e+00  9.62830787e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.10690960e+00 -5.43474064e+00  5.61541427e+01 -1.38469667e-28 -9.07423739e-28  6.50000000e-02  7.20174654e-02
7900000          -6.17419761e+00  8.25063756e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.99926136e+00 -6.19858722e+00  5.40760579e+01 -3.81888492e-28 -9.16632001e-28  6.27700000e-02  6.95467124e-02
8000000          -3.57990514e+00  7.77775756e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.35768089e+00 -3.76892993e+00  5.16914558e+01 -1.03585532e-28 -9.28850640e-28  5.98000000e-02  6.62560682e-02
8100000          -2.62640932e+01  6.52431305e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.27884063e+01 -3.03572292e+01  6.56030317e+01 -3.51878835e-28 -9.36895126e-28  7.78200000e-02  8.62215255e-02
8200000          -5.73861565e+00  2.49876302e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.23737867e+00 -7.66074586e+00  5.32597406e+01 -1.56688045e-28 -9.53538880e-28  6.15800000e-02  6.82282388e-02
8300000          -6.72557259e+00  1.26691943e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.99249202e+00 -7.02369213e+00  5.38729621e+01 -1.91940589e-28 -9.62007250e-28  6.27300000e-02  6.95023940e-02
8400000          -1.57836242e+00  9.28883996e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.67125082e+00 -1.37880302e+00  5.44094341e+01 -7.17221471e-28 -9.70131810e-28  6.25700000e-02  6.93251202e-02
8500000          -7.35001249e+00  1.20321377e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.55322626e+00 -7.92107113e+00  5.44106846e+01 -2.94567080e-28 -9.84295373e-28  6.29600000e-02  6.97572250e-02
8600000          -1.15783737e+00  8.07641848e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.23860156e+00 -7.72306819e-01  4.98730749e+01 -1.63420056e-28 -9.94340698e-28  5.75800000e-02  6.37963948e-02
8700000          -5.06563120e+00  7.87542964e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.85317416e+00 -5.27218023e+00  5.58606473e+01 -5.92318507e-29 -1.00783418e-27  6.45600000e-02  7.15299626e-02
8800000          -2.08444681e+00  1.87133300e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.27158011e+00 -1.84850269e+00  5.24603625e+01 -4.03191710e-28 -1.02559225e-27  6.04900000e-02  6.70205613e-02
8900000          -3.50107179e+00  4.21639437e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.92271123e+00 -3.28220052e+00  5.39826886e+01 -2.30884262e-28 -1.03514379e-27  6.24800000e-02  6.92254037e-02
9000000          -3.25227208e+00  3.97633116e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.64990520e+00 -3.01041357e+00  5.29083790e+01 -4.70006126e-28 -1.05402332e-27  6.12500000e-02  6.78626117e-02
9100000          -3.26006787e+00  4.99575790e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.75964366e+00 -3.21057563e+00  5.47473045e+01 -6.23067314e-29 -1.06103305e-27  6.32500000e-02  7.00785337e-02
9200000          -1.08493552e+01  1.29329779e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.21426530e+01 -1.12802988e+01  5.75463517e+01 -7.66556853e-28 -1.07091669e-27  6.68100000e-02  7.40228749e-02
9300000          -1.46246768e+00  3.83401083e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.84586876e+00 -1.48882073e+00  4.98074714e+01 -1.13958431e-27 -1.07908466e-27  5.73800000e-02  6.35748026e-02
9400000          -8.20202395e+00  1.16982546e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.37184941e+00 -8.93769596e+00  5.39442556e+01 -4.59030588e-28 -1.08656866e-27  6.22000000e-02  6.89151746e-02
9500000          -4.42262063e+00  8.55641062e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.27826169e+00 -4.67762294e+00  5.48006439e+01 -6.36402445e-28 -1.09562170e-27  6.33700000e-02  7.02114890e-02
9600000          -1.44860453e+01  4.65285260e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.91388979e+01 -1.74227074e+01  5.80738319e+01 -3.24594693e-29 -1.10419304e-27  6.83900000e-02  7.57734533e-02
9700000          -6.32051083e+00  1.69564561e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.01615644e+00 -7.18131195e+00  5.37271572e+01 -8.52195643e-29 -1.11596105e-27  6.24100000e-02  6.91478464e-02
9800000          -2.64567738e+01  5.96461067e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.24213845e+01 -2.79462270e+01  5.61191757e+01 -5.52355888e-28 -1.13418656e-27  6.93100000e-02  7.67927774e-02
9900000          -5.46847739e+00  1.24940137e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.71787876e+00 -6.23812069e+00  5.55335002e+01 -6.18644050e-28 -1.14604566e-27  6.40700000e-02  7.09870617e-02
10000000         -3.10251400e+00  8.90611299e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.99312530e+00 -3.42088973e+00  5.34914431e+01 -5.02809266e-28 -1.15803961e-27  6.18400000e-02  6.85163087e-02
10100000         -4.20850161e+00  1.24052164e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.44902325e+00 -5.12560819e+00  5.12311634e+01 -2.26052473e-28 -1.16720310e-27  5.89700000e-02  6.53364606e-02
10200000         -4.77870270e+00  1.44356551e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.22226821e+00 -5.82627037e+00  5.58533082e+01 -9.62548568e-28 -1.18026070e-27  6.43400000e-02  7.12862112e-02
10300000         -1.42064003e+00  7.96691290e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.50030916e+00 -1.21009863e+00  5.10195777e+01 -4.89735587e-29 -1.19091639e-27  5.86900000e-02  6.50262315e-02
10400000         -1.42144115e+01  3.61187786e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.78262893e+01 -1.68148483e+01  6.15324718e+01 -9.87429755e-28 -1.20206979e-27  7.15400000e-02  7.92635304e-02
10500000         -5.03009140e+00  1.67197119e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.70206259e+00 -6.17575859e+00  5.48749786e+01 -3.50863709e-28 -1.22021410e-27  6.33700000e-02  7.02114890e-02
10600000         -6.10244765e+00  6.87015909e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.78946356e+00 -5.73073610e+00  5.13613594e+01 -9.85149610e-28 -1.23462266e-27  5.99600000e-02  6.64333420e-02
10700000         -3.70012316e+00  7.31554964e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.43167812e+00 -3.98414729e+00  5.38959081e+01 -5.77190337e-28 -1.24519287e-27  6.21600000e-02  6.88708562e-02
10800000         -2.32930445e+01  7.36255479e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.06555993e+01 -3.02023835e+01  6.31922532e+01 -3.83683067e-28 -1.25734346e-27  7.28000000e-02  8.06595613e-02
10900000         -2.43228658e+00  7.60384150e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.19267073e+00 -2.64185075e+00  5.50602829e+01 -2.54319793e-28 -1.27446049e-27  6.36100000e-02  7.04773996e-02
11000000         -7.03051381e+00  1.15563166e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.18614548e+00 -6.91644850e+00  5.51194892e+01 -1.40210187e-27 -1.29174391e-27  6.45000000e-02  7.14634849e-02
11100000         -2.49471642e+00  4.63909018e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.95862544e+00 -2.48355921e+00  5.25832239e+01 -3.60733049e-28 -1.30810705e-27  6.06900000e-02  6.72421535e-02
11200000         -6.61808589e+00  9.26972473e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.54505836e+00 -6.59275391e+00  5.51134089e+01 -8.09615671e-28 -1.31420479e-27  6.41300000e-02  7.10535394e-02
11300000         -1.61535859e+01  6.16941098e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.23229968e+01 -2.14015285e+01  5.89210091e+01 -2.87061246e-28 -1.32210076e-27  6.84500000e-02  7.58399309e-02
11400000         -2.28366062e+01  7.01899971e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.98556059e+01 -2.74799090e+01  6.17593527e+01 -7.82743997e-28 -1.33410829e-27  7.33600000e-02  8.12800195e-02
11500000         -3.93076079e+00  9.66125205e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.89688599e+00 -4.33611127e+00  5.44470950e+01 -1.41805927e-28 -1.34238831e-27  6.29200000e-02  6.97129065e-02
11600000         -1.30812385e+01  1.63626907e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.47175075e+01 -1.32981361e+01  5.57041856e+01 -1.66441910e-28 -1.35029044e-27  6.53400000e-02  7.23941722e-02
11700000         -6.03564265e+00  9.03459387e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.93910204e+00 -6.13652525e+00  5.88213379e+01 -2.16160331e-28 -1.36429988e-27  6.82000000e-02  7.55629407e-02
11800000         -2.74324743e+00  8.45415337e-02  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.82778897e+00 -2.41061192e+00  5.11111739e+01 -4.03135523e-29 -1.37284052e-27  5.89400000e-02  6.53032217e-02
